啊不	à,bù
废都	,dū
非分	,fèn
飞将	,jiàng
蜚蠊	fěi,
蜚廉	fěi,
非难	,nàn
吠舍	,shè
费血	,xiě
肺脏	,zàng
飞转	,zhuàn
分叉	fēn,chà
分当	fèn,dāng
粉干	,gān
分行	fēn,háng
分划	fēn,huá
分际	fèn,
分量	fèn,liàng
分龄	fèn,
分内	fèn,nèi
分切	fēn,qiē
分散	fēn,sǎn
纷沓	,tà
分外	fèn,
分相	fēn,xiàng
缝补	féng,
锋镝	,dí
奉调	,diào
风斗	fēng,dǒu
丰都	,dū
风干	fēng,gān
丰镐	,hào
缝合	féng,hé
奉还	,huán
风靡	fēng,mǐ
缝纫	féng,
封禅	,shàn
缝衣	féng,
封一	,yī
疯长	,zhǎng
缝制	féng,
凤爪	,zhuǎ
缝缀	féng,
风钻	fēng,zuàn
佛刹	fó,chà
复辟	,bì
福薄	,bó
夫差	fū,chāi
复得	,dé
复调	,diào
福分	,fen
夫夫	fú,fū
富贾	,gǔ
负荷	,hè
附和	,hè
拂槛	fú,jiàn
副将	fù,jiàng
福将	,jiàng
覆没	,mò
赴难	,nàn
服丧	fú,sāng
佛徒	fú,
福相	,xiàng
负载	,zǎi
附载	,zǎi
赴藏	,zàng
附着	,zhuó
嘎调	gā,diào
轧空	gá,kōng
嘎啦	gā,lā
咖喱	gā,
伽罗	gā,
伽马	gā,
噶厦	,xià
嘎子	gǎ,
该得	,dé
改调	,diào
该调	,diào
改行	,háng
该行	,háng
芥蓝	gài,
该为	,wèi
该着	,zháo
干巴	gān,
干爸	gān,
干白	gān,
干拌	gān,bàn
干杯	gān,
干贝	gān,
干煸	gān,
干瘪	gān,biě
干冰	gān,
干布	gān,
干菜	gān,
干草	gān,
干茶	gān,
干柴	gān,
干肠	gān,
干炒	gān,
干城	gān,
杆秤	gǎn,
干吃	gān,
干脆	gān,
干爹	gān,
干豆	gān,
干度	gān,dù
杆儿	gǎn,
干儿	gān,
干粉	gān,
干干	gān,gān
干戈	gān,
干股	gān,
干固	gān,
干锅	gān,
干果	gān,
干旱	gān,
干嚎	gān,
干涸	gān,
干红	gān,hóng
干花	gān,
干化	gān,huà
干货	gān,
干季	gān,
干将	gàn,jiàng
干姜	gān,
干嚼	gān,jiáo
干椒	gān,
干胶	gān,
干结	gān,jié
干姐	gān,
干净	gān,jìng
杆菌	gǎn,jūn
干咳	gān,ké
干渴	gān,
干枯	gān,
干酪	gān,
干冷	gān,
干粮	gān,
干裂	gān,liè
干馏	gān,liú
干嘛	gàn,má
干吗	gàn,má
干妈	gān,
干妹	gān,
干面	gān,
干娘	gān,
干呕	gān,ǒu
干皮	gān,
干片	gān,piàn
干漆	gān,
干戚	gān,
干切	gān,qiē
干亲	gān,qīn
干渠	gān,qú
干扰	gān,
干热	gān,
干人	gān,
干肉	gān,
干嫂	gān,
干涩	gān,
干烧	gān,
干涉	gān,
干婶	gān,
干湿	gān,
干式	gān,
干尸	gān,
干时	gān,
干瘦	gān,
干叔	gān,
肝俞	,shù
干爽	gān,
干丝	gān,
干松	gān,
干笋	gān,
干缩	gān,suō
杆塔	gǎn,
干痛	gān,
干透	gān,
干洗	gān,xǐ
干系	gān,xì
干虾	gān,xiā
干笑	gān,
干哑	gān,yǎ
干硬	gān,
干预	gān,
干鱼	gān,
肝脏	,zàng
干燥	gān,
干枣	gān,
干炸	gān,zhá
干政	gān,
干枝	gān,zhī
干重	gān,zhòng
干坐	gān,
扛鼎	gāng,
杠杆	gàng,gǎn
港行	gǎng,háng
刚劲	,jìng
岗厦	gǎng,xià
刚一	,yī
高差	,chā
告倒	,dǎo
高调	,diào
糕干	,gan
告假	,jià
高丽	,lí
高挑	,tiǎo
高兴	,xìng
高一	,yī
膏油	gào,
高着	,zhāo
高知	,zhì
胳臂	gē,bei
咯嘣	gē,
各得	gè,dé
咯噔	gē,
格调	,diào
蛤粉	gé,
咯咯	gē,gē
各行	gè,háng
隔行	,háng
葛洪	gě,
蛤蚧	gé,
蛤蜊	gé,lí
割切	,qiē
咯嗪	gē,
葛覃	gě,qín
隔扇	,shān
割舍	,shè
咯牙	gē,
各一	gè,yī
膈应	,ying
咯吱	gē,zhī
跟斗	,dǒu
根切	,qiē
艮岳	gèn,
羹匙	,chí
更次	gēng,
更得	gèng,děi
更迭	gēng,
更定	gēng,
更动	gēng,
更夫	gēng,fū
更改	gēng,
更更	gēng,gēng
更鼓	gēng,
更化	gēng,huà
更换	gēng,
更阑	gēng,
更老	gēng,
更羸	gēng,
更漏	gēng,
更楼	gēng,
更名	gēng,
梗塞	,sè
更深	gēng,
更生	gēng,
更始	gēng,
更爽	gēng,
更替	gēng,
更香	gēng,
更新	gēng,
哽咽	,yè
更易	gēng,
更衣	gēng,
更应	gèng,yīng
更张	gēng,
更正	gēng,zhèng
耕种	,zhòng
公差	,chāi
工尺	,chě
供称	gòng,chēng
共处	gòng,chǔ
供出	gòng,
供词	gòng,
共得	gòng,dé
攻得	,dé
宫调	,diào
供奉	gòng,
供佛	gòng,fó
功夫	,fu
工夫	,fu
供稿	gòng,
宫观	,guàn
供果	gòng,
工行	,háng
供给	gōng,jǐ
公假	,jià
供款	gòng,
攻擂	,lèi
公了	,liǎo
供暖	gòng,
供品	gòng,
宫阙	,què
供认	gòng,
供事	gòng,
供物	gòng,
拱券	,xuàn
工长	,zhǎng
供职	gòng,
公转	,zhuàn
供桌	gòng,
勾当	gòu,dàng
购得	,dé
勾划	gōu,huá
句芒	gōu,
狗舍	,shè
狗血	,xiě
够着	,zháo
古刹	,chà
古调	,diào
古都	,dū
故都	,dū
骨朵	gū,
姑父	,fu
估量	gū,liang
咕隆	,lōng
骨碌	gū,lù
贾人	gǔ,
骨殖	gǔ,shi
古一	,yī
估衣	gù,
故应	,yīng
鹘鹰	gǔ,
鼓乐	,yuè
股长	,zhǎng
古着	,zhuó
固着	,zhuó
挂落	,là
瓜蔓	,wàn
刮削	,xiāo
挂载	,zǎi
怪调	,diào
怪相	,xiàng
官差	,chāi
冠带	guàn,
官倒	,dǎo
纶巾	guān,
冠绝	guàn,
冠军	guàn,
冠礼	guàn,
关卡	,qiǎ
关塞	,sài
馆舍	,shè
官舍	,shè
管乐	,yuè
馆长	,zhǎng
官长	,zhǎng
冠子	guàn,
光杆	,gǎn
光晕	,yùn
跪倒	,dǎo
贵行	,háng
归还	,huán
桂槛	,jiàn
鬼将	,jiàng
闺女	,nü
归降	,xiáng
归省	,xǐng
归一	,yī
滚转	,zhuàn
国都	,dū
过分	guò,fèn
果脯	,fǔ
果干	,gān
国行	,háng
果行	,háng
涡河	guō,
国难	,nàn
果切	,qiē
国丧	,sāng
涡阳	guō,
国一	,yī
国乐	,yuè
哈巴	hǎ,
哈达	hǎ,
哈拉	hā,la
虾蟆	há,má
还得	hái,děi
海甸	,diàn
还调	hái,diào
海都	,dū
咳咳	hāi,hāi
海难	,nàn
海参	,shēn
还为	hái,wèi
还应	hái,yīng
海蜇	,zhé
汉调	,diào
函调	,diào
含糊	,hu
寒假	,jià
悍将	,jiàng
寒舍	,shè
韩喔	,wō
汗血	hàn,xiě
汉藏	,zàng
寒颤	,zhàn
行帮	háng,
行辈	háng,
行当	háng,dang
巷道	hàng,
行高	háng,
行规	háng,
行号	háng,háo
行话	háng,
行会	háng,huì
行货	háng,
行家	háng,jiā
行间	háng,jiān
行距	háng,
行款	háng,
行宽	háng,
行里	háng,
行列	háng,
行内	háng,nèi
行情	háng,
行市	háng,
行首	háng,
行数	háng,shù
行尾	háng,wěi
行伍	háng,
行业	háng,
行阵	háng,
行子	háng,
好调	hǎo,diào
好动	hào,
好斗	hào,dòu
毫发	,fà
好古	hào,
豪横	,hèng
好觉	hǎo,jiào
号叫	háo,
镐京	hào,
好客	hào,
好奇	hào,qí
号泣	háo,
好切	hǎo,qiē
好色	hào,sè
好善	hào,
好尚	hào,
好胜	hào,
好施	hào,
号啕	háo,
好为	hào,wéi
好恶	hào,wù
好闲	hào,
耗血	,xiě
好学	hào,
好战	hào,
喝彩	hè,
喝道	hè,
鹤发	,fà
何干	hé,gān
喝干	hē,gān
河槛	,jiàn
喝令	hè,lìng
河曲	,qū
和诗	hè,
合同	hé,tong
喝问	hè,
喝血	hē,xiě
合一	hé,yī
合乐	hé,yuè
荷载	hè,zài
喝止	hè,
荷重	hè,zhòng
喝住	hè,
何焯	hé,zhuó
黑发	,fà
黑切	,qiē
很冲	,chòng
很干	,gān
很弹	,tán
很为	,wèi
横暴	hèng,bào
横财	hèng,
横祸	hèng,
横槛	héng,jiàn
衡量	,liáng
横蛮	hèng,
横逆	hèng,
横切	héng,qiē
横死	hèng,
红裳	hóng,cháng
宏调	,diào
哄动	hōng,
洪都	,dū
鸿都	,dū
烘干	,gān
洪适	,kuò
轰隆	,lōng
哄闹	hōng,
哄抢	hōng,qiǎng
哄然	hōng,
红参	hóng,shēn
哄抬	hōng,
洪洞	,tóng
哄笑	hōng,
弘一	,yī
红一	hóng,yī
红晕	hóng,yùn
厚薄	,bó
后调	,diào
侯国	hòu,
侯家	hòu,jiā
厚朴	,pò
厚切	,qiē
侯氏	hòu,shì
侯王	hòu,wáng
后为	,wèi
喉咽	,yān
后应	,yīng
后藏	,zàng
后爪	,zhuǎ
后传	,zhuàn
互调	,diào
核儿	hú,
护发	,fà
胡玢	,fēn
呼号	,háo
呼喝	,hè
糊糊	hū,hū
虎将	,jiàng
呼啦	,lā
和了	hú,le
葫芦	,lu
糊弄	hù,nòng
和牌	hú,
虎跑	,páo
胡同	,tòng
互见	,xiàn
呼吁	,yù
哗变	huá,
划船	huá,
花都	,dū
华都	huá,dū
华发	huá,fà
滑杆	,gǎn
花蛤	,gé
划过	huá,guò
划痕	huá,
划花	huá,
划划	huá,huá
划桨	huá,
划进	huá,
画卷	,juàn
划开	huá,
划拉	huá,lā
哗啦	huā,lā
花呢	,ní
画片	,piān
划破	huá,
划拳	huá,
哗然	huá,
华山	huà,
划伤	huá,
华胜	huā,
华实	huā,
划手	huá,
划水	huá,
划算	huá,
划艇	huá,
华佗	huà,tuó
华厦	huá,xià
划行	huá,xíng
华一	huá,yī
划一	huà,yī
画一	,yī
华阴	huà,
华英	huā,
花朝	,zhāo
划着	huá,zhe
哗众	huá,
画传	,zhuàn
划子	huá,
怀揣	,chuāi
还报	huán,
还本	huán,
还车	huán,chē
还贷	huán,
还丹	huán,
还的	huán,de
还付	huán,
还给	huán,gěi
换行	,háng
还魂	huán,
还击	huán,
还价	huán,jià
还家	huán,jiā
还口	huán,
还款	huán,
还了	huán,le
还礼	huán,
还林	huán,
患难	,nàn
还你	huán,
还钱	huán,
环切	,qiē
还清	huán,
还山	huán,
还手	huán,
还书	huán,
环伺	,sì
还俗	huán,
还田	huán,
还退	huán,
还完	huán,
还我	huán,
还乡	huán,
换血	,xiě
还阳	huán,
还于	huán,
还原	huán,
还愿	huán,
还债	huán,
还账	huán,
还政	huán,
还珠	huán,
还嘴	huán,
黄柏	,bò
黄裳	,cháng
晃荡	huàng,
黄调	,diào
晃动	huàng,
皇都	,dū
黄发	,fà
晃晃	huàng,huǎng
黄陂	,pí
晃悠	huàng,
晃着	huàng,zhe
黄钻	,zuàn
回还	,huán
绘卷	,juàn
回弹	,tán
会为	huì,wèi
回血	,xiě
回佣	,yòng
会长	huì,zhǎng
混蛋	hún,
昏倒	,dǎo
婚假	,jià
混球	hún,
混水	hún,
混血	hùn,xiě
混一	hùn,yī
混浊	hún,
豁达	huò,
获得	,dé
豁朗	huò,
豁亮	huò,
豁免	huò,
和面	huó,
和泥	huó,ní
和弄	huò,nòng
豁然	huò,
和熊	huò,
和着	huò,zhe
几案	jī,
系泊	jì,bó
瘠薄	,bó
纪昌	jǐ,
系带	jì,
即得	,dé
既得	,dé
基调	,diào
季调	,diào
计调	,diào
急调	,diào
挤干	,gān
几行	jǐ,háng
系好	jì,hǎo
几乎	jī,
激将	,jiàng
系紧	jì,
积累	,lěi
伎俩	jì,liǎng
系留	jì,
几率	jī,lǜ
籍没	,mò
济南	jǐ,nán
急难	,nàn
期年	jī,
济宁	jǐ,níng
奇偶	jī,
鸡扒	,pá
急煞	,shà
鸡舍	,shè
系绳	jì,
给事	jǐ,
奇数	jī,shù
给水	jǐ,
季相	,xiàng
鸡血	,xiě
即兴	,xìng
给养	jǐ,
即应	,yīng
给予	jǐ,yǔ
给与	jǐ,yǔ
几欲	jī,
期月	jī,
记载	,zǎi
吉藏	,zàng
机长	,zhǎng
几只	jǐ,zhī
几至	jī,
击中	,zhòng
鸡爪	,zhuǎ
纪传	jì,zhuàn
夹袄	jiá,
茄饼	jiā,
家当	jiā,dàng
茄丁	jiā,dīng
茄啶	jiā,
假发	jiǎ,fà
茄瓜	jiā,
加冠	,guàn
茄盒	jiā,
茄红	jiā,hóng
茄酱	jiā,
夹克	jiá,
茄克	jiā,
家累	jiā,lěi
茄泥	jiā,ní
假期	jià,qī
甲壳	,qiào
家雀	jiā,qiǎo
假日	jià,
迦叶	,shè
家舍	jiā,shè
家什	jiā,shí
茄丝	jiā,
茄条	jiā,tiáo
假条	jià,tiáo
茄鲞	jiā,
加一	,yī
甲一	,yī
夹衣	jiá,
贾应	jiǎ,yīng
加载	,zǎi
家长	jiā,zhǎng
甲长	,zhǎng
茄汁	jiā,
家种	jiā,zhòng
兼差	,chāi
槛窗	jiàn,
兼得	,dé
检调	,diào
间谍	jiàn,
建都	,dū
间断	jiàn,
剪发	,fà
间隔	jiàn,
建行	,háng
间或	jiàn,
健将	,jiàng
检校	,jiào
间接	jiàn,
监利	jiàn,
间苗	jiàn,
槛墙	jiàn,
剪切	,qiē
渐染	jiān,
间日	jiàn,
间色	jiàn,sè
监生	jiàn,
间隙	jiàn,
尖削	,xiāo
间歇	jiàn,
健一	,yī
减一	,yī
简一	,yī
煎炸	,zhá
舰长	,zhǎng
舰只	,zhī
间奏	jiàn,
间作	jiàn,zuò
将兵	jiàng,
将才	jiàng,
将臣	jiàng,
降重	jiàng,chóng
降调	jiàng,diào
江都	,dū
江干	,gān
将官	jiàng,
糨糊	,hù
将领	jiàng,
将令	jiàng,lìng
将略	jiàng,
将门	jiàng,
将棋	jiàng,
将士	jiàng,
将帅	jiàng,
将为	jiāng,wèi
江厦	,xià
将相	jiàng,xiàng
将校	jiàng,xiào
将者	jiàng,
将佐	jiàng,
校本	jiào,
校测	jiào,
交差	,chāi
校场	jiào,chǎng
教出	jiāo,
教的	jiāo,de
教得	jiāo,de
校点	jiào,
校订	jiào,
校对	jiào,
教风	jiāo,fēng
脚杆	,gǎn
焦干	,gān
校稿	jiào,
教给	jiāo,gěi
教过	jiāo,guò
交行	,háng
校核	jiào,hé
骄横	,hèng
教坏	jiāo,huài
交还	,huán
搅和	,huo
教教	jiāo,jiao
嚼嚼	jiáo,jiáo
嚼劲	jiáo,jìn
交卷	,juàn
校勘	jiào,
教课	jiāo,
嚼蜡	jiáo,là
教你	jiāo,
胶粘	,nián
教您	jiāo,
矫情	jiáo,
教拳	jiāo,
教人	jiāo,
校色	jiào,sè
嚼舌	jiáo,
校释	jiào,
教书	jiāo,
嚼碎	jiáo,
教他	jiāo,
教她	jiāo,tā
教它	jiāo,
教我	jiāo,
交恶	,wù
校验	jiào,
校样	jiào,
校阅	jiào,
教长	jiào,zhǎng
校正	jiào,zhèng
校注	jiào,
校准	jiào,
胶着	,zhuó
结巴	jiē,
解差	jiě,chāi
借调	,diào
结发	jié,fà
姐夫	,fu
桔梗	jié,
拮据	jié,jū
解款	jiè,
劫难	,nàn
诘难	jié,nán
结实	jiē,
解送	jiè,
诘问	jié,
皆应	,yīng
解元	jiè,
结扎	jié,zā
诘责	jié,zé
接种	,zhòng
节子	jiē,
尽得	jǐn,de
尽调	jìn,diào
筋斗	,dǒu
金都	,dū
金发	,fà
尽管	jǐn,
金匮	,guì
进给	,jǐ
尽快	jǐn,
尽量	jǐn,liàng
浸没	,mò
金铺	,pū
金阙	,què
禁受	jīn,
尽显	jǐn,
金相	,xiàng
尽兴	jìn,xìng
禁用	jīn,
进藏	,zàng
尽早	jǐn,
今朝	,zhāo
劲拔	jìng,
劲草	jìng,
经幢	jīng,chuáng
劲吹	jìng,
精当	,dàng
惊倒	,dǎo
竞得	,dé
劲敌	jìng,
京都	,dū
劲风	jìng,fēng
茎干	,gān
净行	jìng,háng
经卷	jīng,juàn
劲旅	jìng,
劲射	jìng,shè
精舍	,shè
劲挺	jìng,
竟为	,wèi
精一	,yī
警长	,zhǎng
经传	jīng,zhuàn
靓妆	jìng,
酒吧	,bā
九重	,chóng
就得	,děi
就调	,diào
旧都	,dū
九行	,háng
旧将	,jiàng
九难	,nàn
酒曲	,qū
九曲	,qū
就为	,wèi
酒兴	,xìng
九一	,yī
九只	,zhī
就种	,zhòng
九转	,zhuàn
居处	,chǔ
句读	jù,dòu
举个	,ge
巨贾	,gǔ
拘泥	jū,nì
居丧	,sāng
剧吐	,tù
枸橼	jǔ,
据载	jù,zǎi
局长	,zhǎng
卷柏	juàn,bǎi
卷发	juǎn,fà
卷回	juàn,
卷卷	juàn,juàn
卷款	juàn,
卷帘	juàn,
卷面	juàn,
卷棚	juàn,
卷曲	juǎn,qū
圈舍	juàn,shè
卷首	juàn,
卷缩	juàn,suō
卷头	juàn,
卷尾	juàn,wěi
捐血	,xiě
卷须	juàn,
圈养	juàn,
卷叶	juàn,yè
卷一	juǎn,yī
卷帙	juàn,
卷轴	juàn,zhóu
卷宗	juàn,
绝倒	,dǎo
角抵	jué,
角斗	jué,dòu
倔强	jué,jiàng
倔犟	juè,
角力	jué,
角色	jué,sè
角逐	jué,
菌柄	jùn,
均得	,děi
菌根	jùn,
菌核	jùn,hé
筠连	jūn,
龟裂	jūn,liè
均一	,yī
均应	,yīng
隽语	jùn,yǔ
军乐	,yuè
军长	,zhǎng
君长	,zhǎng
菌子	jùn,
咔叽	kǎ,
喀什	,shí
咯痰	kǎ,
咯血	kǎ,xiě
开卷	,juàn
看场	kān,chǎng
看店	kān,
看管	kān,
看护	kān,
看家	kān,jiā
看门	kān,
看守	kān,
看摊	kān,
看相	kàn,xiàng
看押	kān,
看一	kàn,yī
刊载	,zǎi
嵌张	kǎn,
看中	kàn,zhòng
看住	kān,
康侯	,hòu
抗折	,shé
康藏	,zàng
靠泊	,bó
考调	,diào
烤干	,gān
考校	,jiào
考卷	,juàn
考量	,liáng
考中	,zhòng
刻薄	,bó
科处	,chǔ
可调	kě,diào
可汗	kè,hán
刻划	,huá
客将	,jiàng
坷垃	kē,
客舍	,shè
可恶	kě,wù
咳血	ké,xiě
科一	,yī
科长	,zhǎng
课长	,zhǎng
龈沟	kěn,
龈交	kěn,
龈炎	kěn,
垦种	kěn,zhòng
空白	kòng,
空出	kòng,
空当	kòng,dāng
空地	kòng,dì
空额	kòng,
空儿	kòng,
控干	,gān
空格	kòng,
空行	kōng,háng
恐吓	,hè
空难	kōng,nàn
空切	kōng,qiē
空缺	kòng,
崆峒	,tóng
空位	kòng,
空隙	kòng,
空暇	kòng,
空闲	kòng,
空血	kōng,xiě
空余	kòng,
空转	kōng,zhuàn
空子	kòng,
口干	,gān
口供	,gòng
口角	,jué
苦差	,chāi
苦处	,chǔ
枯干	,gān
苦难	,nàn
库切	,qiē
哭丧	,sang
苦参	,shēn
库什	,shí
跨行	,háng
会计	kuài,
会稽	kuài,jī
款曲	,qū
款识	,zhì
框槛	,jiàn
矿难	,nàn
矿长	,zhǎng
窥伺	,sì
困觉	,jiào
困难	,nan
捆扎	,zā
阔少	,shào
拉倒	lā,dǎo
拉杆	lā,gǎn
拉呱	lā,guǎ
拉话	lá,
癞痢	là,
拉纤	lā,qiàn
拉什	lā,shí
拉血	lā,xiě
拉拽	lā,zhuài
来调	,diào
来切	,qiē
来为	,wèi
蓝调	,diào
滥调	,diào
阑干	,gān
栏干	,gān
懒觉	,jiào
兰若	,rě
懒散	,sǎn
蓝血	,xiě
锒铛	,dāng
浪得	,dé
琅邪	,yá
阆苑	làng,
老调	,diào
落汗	lào,hàn
潦河	lǎo,
落架	lào,
老将	,jiàng
落炕	lào,
唠嗑	lào,kē
姥姥	lǎo,lao
唠唠	lào,lào
老任	,rén
落色	lào,shǎi
老少	,shào
乐亭	lào,
老一	,yī
老曾	,zēng
捞着	,zháo
落枕	lào,
落子	lào,
乐都	lè,dū
乐和	lè,he
累次	lěi,
勒得	lēi,de
累计	lěi,
累积	lěi,
累及	lěi,
累加	lěi,
勒脚	lēi,
勒紧	lēi,
累进	lěi,
累卵	léi,
累年	lěi,
雷切	,qiē
累时	lěi,
累世	lěi,
勒死	lēi,
擂台	lèi,tái
累月	lěi,
勒住	lēi,
擂主	lèi,
累赘	léi,
冷调	,diào
冷干	,gān
棱堡	léng,pù
冷切	,qiē
冷血	,xiě
冷颤	,zhan
犁耙	,bà
理得	,dé
离调	,diào
丽都	lì,dū
理发	,fà
沥干	,gān
例假	,jià
离间	,jiàn
立卷	,juàn
里弄	,lòng
罹难	,nàn
里舍	,shè
历数	,shǔ
丽水	lí,
利咽	,yān
李一	,yī
例一	,yī
理应	,yīng
礼乐	,yuè
里长	,zhǎng
立传	,zhuàn
莲都	,dū
连杆	,gǎn
连冠	,guàn
联行	,háng
连累	,lěi
连翘	,qiáo
脸相	,xiàng
连载	,zǎi
连长	,zhǎng
连中	,zhòng
量杯	liáng,
量测	liáng,
量程	liáng,
两重	,chóng
两得	,dé
凉调	liáng,diào
量度	liáng,dù
两都	,dū
晾干	,gān
量规	liáng,
两行	,háng
量计	liáng,
良将	,jiàng
两将	,jiàng
量具	liáng,
量瓶	liáng,
量器	liáng,
踉跄	liàng,qiàng
量筒	liáng,
亮相	,xiàng
两宿	,xiǔ
两载	,zǎi
两只	,zhī
量值	liáng,
撩拨	liáo,
潦倒	liáo,dǎo
撂倒	,dǎo
了得	liǎo,de
撩动	liáo,
料斗	,dǒu
了断	liǎo,
了解	liǎo,jiě
了结	liǎo,jié
了局	liǎo,
撩开	liáo,
了却	liǎo,
了然	liǎo,
撩人	liáo,
辽参	,shēn
了事	liǎo,
了无	liǎo,wú
了悟	liǎo,
了账	liǎo,
料中	,zhòng
咧咧	liē,liē
劣行	,xìng
列传	,zhuàn
淋病	lìn,
林甸	,diàn
临槛	,jiàn
淋菌	lín,jùn
临了	,liǎo
临难	,nàn
邻舍	,shè
临帖	,tiè
林一	,yī
令狐	líng,
零散	,sǎn
另一	,yī
零一	,yī
〇一	,yī
灵应	,yīng
灵长	,zhǎng
陆佰	liù,
六重	liù,chóng
流调	,diào
留都	,dū
馏分	liú,fèn
流干	,gān
六行	liù,háng
留侯	,hòu
留空	,kòng
留难	,nàn
陆仟	liù,
刘禅	,shàn
陆拾	liù,shí
陆万	liù,wàn
六一	liù,yī
留一	,yī
六载	liù,zǎi
六只	liù,zhī
龙都	,dū
龙且	,jū
弄口	lòng,
笼络	lǒng,luò
弄堂	lòng,
笼统	lǒng,
龙血	,xiě
龙一	,yī
笼罩	lǒng,
露白	lòu,
露背	lòu,bèi
露齿	lòu,
露出	lòu,
露的	lòu,de
露得	lòu,de
露底	lòu,dǐ
露点	lòu,
漏斗	,dǒu
露风	lòu,fēng
露富	lòu,
露沟	lòu,
露骨	lòu,gǔ
露肩	lòu,
露了	lòu,le
露脸	lòu,
露面	lòu,
露脐	lòu,
露怯	lòu,
露肉	lòu,
露乳	lòu,
露体	lòu,tǐ
露头	lòu,
露腿	lòu,
露馅	lòu,
露相	lòu,xiàng
露胸	lòu,
露腰	lòu,
露阴	lòu,
露在	lòu,
露着	lòu,zhe
露趾	lòu,
六安	lù,
录调	,diào
绿林	lù,
路卡	,qiǎ
碌曲	lù,qū
庐舍	,shè
录相	,xiàng
鹿血	,xiě
绿营	lù,
绿竹	lù,
乱弹	,tán
论处	lùn,chǔ
论调	lùn,diào
论语	lún,yǔ
轮种	,zhòng
轮转	,zhuàn
落差	luò,chā
罗刹	,chà
罗甸	,diàn
落发	luò,fà
螺杆	,gǎn
裸露	,lòu
落难	luò,nàn
旅舍	,shè
吕一	,yī
旅长	,zhǎng
抹布	mā,
吗啡	mǎ,
麻杆	,gǎn
麻将	,jiàng
马圈	,juàn
抹脸	mā,
玛曲	,qū
摩挲	mā,sā
麻什	,shí
马应	,yīng
蚂蚱	mà,
马扎	,zhá
麻爪	,zhuǎ
埋没	mái,mò
卖弄	,nong
麦曲	,qū
卖相	,xiàng
卖血	,xiě
买一	,yī
买只	,zhī
满处	,chǔ
蛮横	,hèng
蔓菁	mán,
满血	,xiě
埋怨	mán,
芒种	,zhòng
锚泊	,bó
毛发	,fà
毛呢	,ní
茅舍	,shè
冒血	mào,xiě
猫腰	máo,
美差	,chāi
没调	méi,diào
煤都	,dū
妹夫	,fu
梅干	,gān
每行	,háng
没空	méi,kòng
没切	méi,qiē
酶切	,qiē
梅耶	,yē
每一	,yī
没着	méi,zhāo
每只	,zhī
没中	méi,zhòng
糜子	méi,
门把	,bà
门斗	,dǒu
门将	,jiàng
闷雷	mēn,
闷气	mēn,
闷热	mēn,
闷声	mēn,
猛地	,de
蒙汉	měng,
猛将	,jiàng
蒙难	méng,nàn
蒙牛	měng,
蒙骗	mēng,
蒙事	mēng,
蒙藏	méng,zàng
盟长	,zhǎng
迷倒	,dǎo
觅得	,dé
密缝	,féng
眯缝	mī,féng
米芾	,fú
迷糊	,hu
靡丽	mǐ,lì
咪唑	mǐ,
绵薄	,bó
缅甸	,diàn
面糊	,hù
勉强	,qiǎng
缪勒	miào,lè
妙应	,yīng
民调	,diào
闵行	,háng
闽侯	,hòu
民舍	,shè
民乐	,yuè
命薄	,bó
酩酊	,dǐng
名都	,dū
名分	,fèn
名将	,jiàng
明将	,jiàng
名角	,jué
明了	,liǎo
鸣鞘	,shāo
名帖	,tiě
缪斯	miù,
缪篆	miù,
没齿	mò,
莫得	mò,dé
摩的	mó,dī
墨斗	,dǒu
魔都	,dū
冒顿	mò,
抹额	mò,
磨坊	mò,fáng
抹干	mǒ,gān
末行	,háng
模糊	mó,hu
抹灰	mò,
末将	,jiàng
末了	,liǎo
没落	mò,luò
磨面	mò,
抹面	mò,
脉脉	mò,mò
磨难	mó,nàn
磨盘	mò,
万俟	mò,qí
抹墙	mò,
模切	mó,qiē
没收	mò,
魔血	,xiě
磨血	mó,xiě
抹胸	mò,
摩耶	mó,yē
莫邪	mò,yé
磨子	mò,
某行	,háng
某一	,yī
某只	,zhī
模板	mú,
目的	,dì
木杆	,gǎn
模具	mú,
穆棱	,líng
木模	,mú
牟尼	mù,
牟平	mù,
模样	mú,
模子	mú,
那个	nà,ge
哪个	nǎ,ge
南无	nā,mó
那怕	nǎ,
那曲	nà,qū
纳什	,shí
哪一	nǎ,yī
那一	nà,yī
那只	nà,zhī
哪只	nǎ,zhī
难挨	nán,ái
难处	nán,chǔ
难倒	nán,dǎo
难得	nán,dé
南甸	nán,diàn
南都	nán,dū
难民	nàn,
难切	nán,qiē
难舍	nán,shè
男相	,xiàng
男一	,yī
难友	nàn,
南栅	nán,zhà
闹哄	,hōng
闹觉	,jiào
挠曲	,qū
脑涨	,zhàng
哪吒	né,
哪咤	né,
内埔	nèi,bù
内调	nèi,diào
内行	nèi,háng
内切	nèi,qiē
内省	nèi,xǐng
内脏	nèi,zàng
内传	nèi,zhuàn
能调	néng,diào
能弹	néng,tán
能为	néng,wèi
嗯啊	ng,ā
嗯对	ǹg,
嗯好	ǹg,hǎo
嗯哼	ǹg,
嗯呐	ǹg,nà
嗯嗯	ng,ng
嗯行	ǹg,xíng
逆差	,chā
霓裳	,cháng
泥古	nì,
呢料	ní,
呢喃	ní,
呢绒	ní,
拟为	,wèi
你一	,yī
你应	,yīng
呢子	ní,
粘虫	nián,
粘稠	nián,
粘度	nián,dù
粘附	nián,
辗过	niǎn,guò
粘合	nián,hé
